FJ889498	scheffleri
FJ889497	scheffleri
FJ889496	scheffleri
FJ889495	scheffleri
FJ889494	scheffleri
FJ889493	scheffleri
FJ889492	scheffleri
FJ889491	scheffleri
FJ889490	scheffleri
FJ889489	scheffleri
FJ889488	scheffleri
FJ889487	scheffleri
FJ889486	scheffleri
FJ889485	scheffleri
FJ889484	scheffleri
FJ889483	scheffleri
FJ889482	scheffleri
FJ889481	scheffleri
FJ889480	scheffleri
FJ889479	scheffleri
FJ889478	scheffleri
FJ889477	scheffleri
FJ889476	scheffleri
FJ889475	scheffleri
FJ889474	scheffleri
FJ889473	scheffleri
FJ889472	scheffleri
FJ889471	scheffleri
FJ889470	scheffleri
FJ889469	scheffleri
FJ889468	parvulus
FJ889467	parvulus
FJ889466	parvulus
FJ889465	parvulus
FJ889464	natalensis
FJ889463	natalensis
FJ889462	natalensis
FJ889461	mababiensis
FJ889460	kinangopensis
FJ889459	keniensis
FJ889458	sp
FJ889457	sp
FJ889456	sp
FJ889455	graueri
FJ889454	auritus
FJ889453	acridoides
DQ347342	krefftii
DQ347319	africanus
DQ347303	natalensis
DQ022337	cf_sandersoni
DQ022333	auritus
DQ022332	natalensis
DQ022331	cricogaster
DQ022330	acridoides
DQ022326	africanus
JF828579	sp
JF828578	sp
JF828577	sp
HM441261	steindachneri
HM441260	steindachneri
HM441259	steindachneri
HM441258	steindachneri
HM441257	steindachneri
HM441256	steindachneri
GU457549	francisci
GU457535	alleni
GU457534	alleni
GU457533	alleni
GU457532	alleni
GQ183591	parvulus
GQ183590	parvulus
GQ183589	parvulus
GQ183588	parvulus
FJ415771	plicatus
FJ415770	plicatus
FJ415769	plicatus
FJ415768	plicatus
FJ415767	plicatus
FJ415766	liberiensis
FJ415765	liberiensis
FJ415764	liberiensis
FJ415763	liberiensis
FJ415762	liberiensis
FJ415761	liberiensis
FJ415760	liberiensis
FJ415759	liberiensis
FJ415758	liberiensis
FJ415757	liberiensis
FJ415756	liberiensis
FJ415755	liberiensis
FJ415754	liberiensis
FJ415753	liberiensis
FJ415752	intermedius
FJ415751	intermedius
EU718730	villiersi
EU718729	tokba
EU718728	plicatus
EU718727	phyllophilus
EU718726	natalensis
EU718725	liberiensis
EU718724	gutturosus
EU718723	guineensis
EU718722	ghanensis
EU718721	fraterculus
EU718720	francisci
EU718719	cornutus
EU718718	calcaratus
EU718717	calcaratus
EU718716	calcaratus
EU718715	batesii
EU718714	annulatus
EU718713	alleni
EU718712	accraensis
EU718711	pintoi
AY902378	fraterculus
AY902377	francisci
AY902376	plicatus
AY902375	accraensis
AY902374	tokba
AY902373	tokba
AY902372	tokba
AY902371	tokba
AY902370	tokba
AY902369	tokba
AF215201	sp
AF215200	mababiensis
AF215139	batesii
FJ829317	uzungwensis
FJ829309	parvulus
FJ829308	parvulus
FJ829307	parvulus
FJ829306	parvulus
FJ829299	natalensis
FJ829296	natalensis
FJ829288	minutus
FJ829280	mababiensis
FJ829279	mababiensis
FJ829257	acridoides
FJ829254	acridoides
FJ829253	acridoides
FJ829318	versicolor
FJ829314	sp
FJ829313	sp
FJ829312	sp
FJ829311	sp
FJ829310	parvulus
FJ829303	natalensis
FJ829302	natalensis
FJ829301	natalensis
FJ829300	natalensis
FJ829298	natalensis
FJ829297	natalensis
FJ829295	natalensis
FJ829292	natalensis
FJ829291	natalensis
FJ829290	natalensis
FJ829289	natalensis
FJ829287	minutus
FJ829286	minutus
FJ829285	minutus
FJ829284	minutus
FJ829283	mababiensis
FJ829278	mababiensis
FJ829277	mababiensis
FJ829272	krefftii
FJ829271	krefftii
FJ829270	keniensis
FJ829269	graueri
FJ829268	graueri
FJ829267	graueri
FJ829266	graueri
FJ829265	graueri
FJ829264	bullans
FJ829263	bullans
FJ829262	bullans
FJ829261	bullans
FJ829260	acutirostris
FJ829259	acutirostris
